anio,trimestre,provincia,hogres,comercial,gobierno,otros,total
2021,4,Salta,109367,8497,540,1887,120291
2021,4,San Juan,60580,4707,299,1045,66631
2021,4,San Luis,30022,2332,148,518,33020
2021,4,Santa Cruz,25220,1960,125,435,27740
2021,4,Santa Fe,596238,46324,2946,10288,655796
2021,4,Santiago del Estero,60596,4708,299,1046,66649
2021,4,Tierra del Fuego,17217,1338,85,297,18937
2021,4,Tucumán,150653,11705,744,2600,165702
2022,1,Buenos Aires,2735498,266125,11364,49088,3062075
2022,1,Capital Federal,1279557,124483,5316,22962,1432318
2022,1,Catamarca,26940,2621,112,483,30156
2022,1,Chaco,75774,7372,315,1360,84821
2022,1,Chubut,54598,5312,227,980,61117
2022,1,Córdoba,516972,50294,2148,9277,578691
2022,1,Corrientes,79448,7729,330,1426,88933
2022,1,Entre Ríos,169391,16479,704,3040,189614
2022,1,Formosa,30216,2940,126,542,33824
2022,1,Jujuy,43490,4231,181,780,48682
2022,1,La Pampa,61301,5964,255,1100,68620
2022,1,La Rioja,24556,2389,102,441,27488
2022,1,Mendoza,146185,14222,607,2623,163637
2022,1,Misiones,81592,7938,339,1464,91333
2022,1,Neuquén,58821,5722,244,1056,65843
2022,1,Río Negro,63757,6203,265,1144,71369
2022,1,Salta,97423,9478,405,1748,109054
2022,1,San Juan,56073,5455,233,1006,62767
2022,1,San Luis,26864,2613,112,482,30071
2022,1,Santa Cruz,21232,2065,88,381,23766
2022,1,Santa Fe,561564,54632,2333,10077,628606
2022,1,Santiago del Estero,60303,5867,251,1082,67503
2022,1,Tierra del Fuego,16050,1561,67,288,17966
2022,1,Tucumán,165226,16074,686,2965,184951
2022,2,Buenos Aires,2802796,264038,12029,49568,3128431
2022,2,Capital Federal,1400437,131928,6010,24767,1563142
2022,2,Catamarca,22473,2117,96,397,25083
2022,2,Chaco,57950,5459,249,1025,64683
2022,2,Chubut,48601,4579,209,860,54249
2022,2,Córdoba,443560,41786,1904,7845,495095
2022,2,Corrientes,79748,7513,342,1410,89013
2022,2,Entre Ríos,143480,13517,616,2538,160151
2022,2,Formosa,31523,2970,135,558,35186
2022,2,Jujuy,31944,3009,137,565,35655
2022,2,La Pampa,59445,5600,255,1051,66351
2022,2,La Rioja,22924,2159,98,405,25586
2022,2,Mendoza,145977,13752,627,2582,162938
2022,2,Misiones,68398,6444,294,1210,76346
2022,2,Neuquén,61543,5798,264,1088,68693
2022,2,Río Negro,60348,5685,259,1067,67359
2022,2,Salta,77373,7289,332,1368,86362
2022,2,San Juan,47306,4457,203,837,52803
2022,2,San Luis,24822,2338,107,439,27706
2022,2,Santa Cruz,20594,1940,88,364,22986
2022,2,Santa Fe,439437,41397,1886,7772,490492
2022,2,Santiago del Estero,58153,5478,250,1028,64909
2022,2,Tierra del Fuego,13289,1252,57,235,14833
2022,2,Tucumán,145875,13742,626,2580,162823
2022,3,Buenos Aires,2791694,265040,11756,48270,3116760
2022,3,Capital Federal,1404441,133336,5914,24284,1567975
2022,3,Catamarca,22971,2181,97,397,25646
2022,3,Chaco,58715,5574,247,1015,65551
2022,3,Chubut,52576,4991,221,909,58697
2022,3,Córdoba,436156,41408,1837,7541,486942
2022,3,Corrientes,80594,7651,339,1393,89977
2022,3,Entre Ríos,140805,13368,593,2435,157201
2022,3,Formosa,31577,2998,133,546,35254
2022,3,Jujuy,32252,3062,136,558,36008
2022,3,La Pampa,59307,5630,250,1025,66212
2022,3,La Rioja,22793,2164,96,394,25447
2022,3,Mendoza,124018,11774,522,2144,138458
2022,3,Misiones,68616,6514,289,1186,76605
2022,3,Neuquén,65457,6214,276,1132,73079
2022,3,Río Negro,58320,5537,246,1008,65111
2022,3,Salta,78622,7464,331,1359,87776
2022,3,San Juan,54269,5152,229,938,60588
2022,3,San Luis,22726,2158,96,393,25373
2022,3,Santa Cruz,20419,1939,86,353,22797
2022,3,Santa Fe,445778,42322,1877,7708,497685
2022,3,Santiago del Estero,56091,5325,236,970,62622
2022,3,Tierra del Fuego,17128,1626,72,296,19122
2022,3,Tucumán,146684,13926,618,2536,163764
2022,4,Buenos Aires,2802796,264038,12029,49568,3128431
2022,4,Capital Federal,1400437,131928,6010,24767,1563142
2022,4,Catamarca,22473,2117,96,397,25083
2022,4,Chaco,57950,5459,249,1025,64683
2022,4,Chubut,48601,4579,209,860,54249
2022,4,Córdoba,443560,41786,1904,7845,495095
2022,4,Corrientes,79748,7513,342,1410,89013
2022,4,Entre Ríos,143480,13517,616,2538,160151
2022,4,Formosa,31523,2970,135,558,35186
2022,4,Jujuy,31944,3009,137,565,35655
2022,4,La Pampa,59445,5600,255,1051,66351
2022,4,La Rioja,22924,2159,98,405,25586
2022,4,Mendoza,145977,13752,627,2582,162938
2022,4,Misiones,68398,6444,294,1210,76346
2022,4,Neuquén,61543,5798,264,1088,68693
2022,4,Río Negro,60348,5685,259,1067,67359
2022,4,Salta,77373,7289,332,1368,86362
2022,4,San Juan,47306,4457,203,837,52803
2022,4,San Luis,24822,2338,107,439,27706
2022,4,Santa Cruz,20594,1940,88,364,22986
2022,4,Santa Fe,439437,41397,1886,7772,490492
2022,4,Santiago del Estero,58153,5478,250,1028,64909
2022,4,Tierra del Fuego,13289,1252,57,235,14833
2022,4,Tucumán,145875,13742,626,2580,162823
2023,1,Buenos Aires,2590193,291279,11371,44983,2937826
2023,1,Capital Federal,1279427,143878,5617,22220,1451142
2023,1,Catamarca,24801,2789,109,431,28130
2023,1,Chaco,70458,7923,309,1224,79914
2023,1,Chubut,50618,5692,222,879,57411
2023,1,Córdoba,504532,56737,2215,8762,572246
2023,1,Corrientes,73387,8253,322,1275,83237
2023,1,Entre Ríos,156653,17617,688,2721,177679
2023,1,Formosa,28992,3260,127,503,32882
2023,1,Jujuy,40065,4506,176,696,45443
2023,1,La Pampa,59869,6733,263,1040,67905
2023,1,La Rioja,22608,2542,99,393,25642
2023,1,Mendoza,151793,17070,666,2636,172165
2023,1,Misiones,75309,8469,331,1308,85417
2023,1,Neuquén,55106,6197,242,957,62502
2023,1,Río Negro,59511,6692,261,1034,67498
2023,1,Salta,89696,10087,394,1558,101735
2023,1,San Juan,52756,5933,232,916,59837
2023,1,San Luis,25564,2875,112,444,28995
2023,1,Santa Cruz,19658,2211,86,341,22296
2023,1,Santa Fe,528080,59385,2318,9171,598954
2023,1,Santiago del Estero,56828,6391,249,987,64455
2023,1,Tierra del Fuego,14815,1666,65,257,16803
2023,1,Tucumán,152218,17118,668,2644,172648
2023,2,Buenos Aires,2793773,299661,12436,42016,3147886
2023,2,Capital Federal,1466033,157247,6526,22048,1651854
2023,2,Catamarca,18074,1939,80,272,20365
2023,2,Chaco,47897,5137,213,720,53967
2023,2,Chubut,48049,5154,214,723,54140
2023,2,Córdoba,427266,45829,1902,6426,481423
2023,2,Corrientes,70887,7603,316,1066,79872
2023,2,Entre Ríos,129069,13844,575,1941,145429
2023,2,Formosa,31766,3407,141,478,35792
2023,2,Jujuy,24661,2645,110,371,27787
2023,2,La Pampa,59947,6430,267,902,67546
2023,2,La Rioja,20422,2191,91,307,23011
2023,2,Mendoza,167466,17963,745,2519,188693
2023,2,Misiones,60485,6488,269,910,68152
2023,2,Neuquén,60010,6437,267,903,67617
2023,2,Río Negro,61702,6618,275,928,69523
2023,2,Salta,66426,7125,296,999,74846
2023,2,San Juan,47476,5092,211,714,53493
2023,2,San Luis,24780,2658,110,373,27921
2023,2,Santa Cruz,19793,2123,88,298,22302
2023,2,Santa Fe,401053,43017,1785,6032,451887
2023,2,Santiago del Estero,52473,5628,234,789,59124
2023,2,Tierra del Fuego,13093,1404,58,197,14752
2023,2,Tucumán,130314,13977,580,1960,146831
2023,3,Buenos Aires,2830114,306770,12290,43040,3192214
2023,3,Capital Federal,1489625,161468,6469,22654,1680216
2023,3,Catamarca,18687,2025,81,284,21077
2023,3,Chaco,50198,5441,218,763,56620
2023,3,Chubut,53485,5797,232,813,60327
2023,3,Córdoba,415451,45033,1804,6318,468606
2023,3,Corrientes,72824,7894,316,1107,82141
2023,3,Entre Ríos,131985,14307,573,2007,148872
2023,3,Formosa,30373,3292,132,462,34259
2023,3,Jujuy,25585,2773,111,389,28858
2023,3,La Pampa,59745,6476,259,909,67389
2023,3,La Rioja,20717,2246,90,315,23368
2023,3,Mendoza,150843,16351,655,2294,170143
2023,3,Misiones,62480,6772,271,950,70473
2023,3,Neuquén,66230,7179,288,1007,74704
2023,3,Río Negro,58978,6393,256,897,66524
2023,3,Salta,68812,7459,299,1046,77616
2023,3,San Juan,56431,6117,245,858,63651
2023,3,San Luis,23313,2527,101,355,26296
2023,3,Santa Cruz,20642,2237,90,314,23283
2023,3,Santa Fe,412407,44703,1791,6272,465173
2023,3,Santiago del Estero,53544,5804,233,814,60395
2023,3,Tierra del Fuego,17597,1907,76,268,19848
2023,3,Tucumán,133608,14482,580,2032,150702
2023,4,Buenos Aires,2793773,299661,12436,42016,3147886
2023,4,Capital Federal,1466033,157247,6526,22048,1651854
2023,4,Catamarca,18074,1939,80,272,20365
2023,4,Chaco,47897,5137,213,720,53967
2023,4,Chubut,48049,5154,214,723,54140
2023,4,Córdoba,427266,45829,1902,6426,481423
2023,4,Corrientes,70887,7603,316,1066,79872
2023,4,Entre Ríos,129069,13844,575,1941,145429
2023,4,Formosa,31766,3407,141,478,35792
2023,4,Jujuy,24661,2645,110,371,27787
2023,4,La Pampa,59947,6430,267,902,67546
2023,4,La Rioja,20422,2191,91,307,23011
2023,4,Mendoza,167466,17963,745,2519,188693
2023,4,Misiones,60485,6488,269,910,68152
2023,4,Neuquén,60010,6437,267,903,67617
2023,4,Río Negro,61702,6618,275,928,69523
2023,4,Salta,66426,7125,296,999,74846
2023,4,San Juan,47476,5092,211,714,53493
2023,4,San Luis,24780,2658,110,373,27921
2023,4,Santa Cruz,19793,2123,88,298,22302
2023,4,Santa Fe,401053,43017,1785,6032,451887
2023,4,Santiago del Estero,52473,5628,234,789,59124
2023,4,Tierra del Fuego,13093,1404,58,197,14752
2023,4,Tucumán,130314,13977,580,1960,146831
2024,1,Buenos Aires,2594462,277160,11663,37841,2921126
2024,1,Capital Federal,1261638,134778,5672,18402,1420490
2024,1,Catamarca,23924,2556,108,349,26937
2024,1,Chaco,68195,7285,307,995,76782
2024,1,Chubut,51123,5462,230,746,57561
2024,1,Córdoba,489775,52322,2202,7144,551443
2024,1,Corrientes,70935,7578,319,1035,79867
2024,1,Entre Ríos,151540,16189,681,2210,170620
2024,1,Formosa,27424,2930,123,400,30877
2024,1,Jujuy,38650,4129,174,564,43517
2024,1,La Pampa,58908,6293,265,859,66325
2024,1,La Rioja,21809,2330,98,318,24555
2024,1,Mendoza,152895,16333,687,2230,172145
2024,1,Misiones,74630,7972,335,1089,84026
2024,1,Neuquén,54520,5824,245,795,61384
2024,1,Río Negro,61753,6597,278,901,69529
2024,1,Salta,86530,9244,389,1262,97425
2024,1,San Juan,53146,5677,239,775,59837
2024,1,San Luis,25752,2751,116,376,28995
2024,1,Santa Cruz,19265,2058,87,281,21691
2024,1,Santa Fe,531189,56746,2388,7748,598071
2024,1,Santiago del Estero,55653,5945,250,812,62660
2024,1,Tierra del Fuego,14926,1594,67,218,16805
2024,1,Tucumán,146851,15688,660,2142,165341
2024,2,Buenos Aires,1851355,186712,8110,24408,2070585
2024,2,Capital Federal,761018,76750,3334,10033,851135
2024,2,Catamarca,23484,2368,103,310,26265
2024,2,Chaco,67077,6765,294,884,75020
2024,2,Chubut,51280,5172,225,676,57353
2024,2,Córdoba,482814,48692,2115,6365,539986
2024,2,Corrientes,69715,7031,305,919,77970
2024,2,Entre Ríos,149001,15027,653,1964,166645
2024,2,Formosa,26865,2709,118,354,30046
2024,2,Jujuy,37942,3826,166,500,42434
2024,2,La Pampa,57938,5843,254,764,64799
2024,2,La Rioja,21409,2159,94,282,23944
2024,2,Mendoza,153909,15522,674,2029,172134
2024,2,Misiones,73446,7407,322,968,82143
2024,2,Neuquén,54320,5478,238,716,60752
2024,2,Río Negro,62018,6255,272,818,69363
2024,2,Salta,84940,8566,372,1120,94998
2024,2,San Juan,53502,5396,234,705,59837
2024,2,San Luis,25924,2615,114,342,28995
2024,2,Santa Cruz,19394,1956,85,256,21691
2024,2,Santa Fe,524247,52871,2296,6912,586326
2024,2,Santiago del Estero,55122,5559,241,727,61649
2024,2,Tierra del Fuego,15026,1515,66,198,16805
2024,2,Tucumán,144158,14538,631,1901,161228
2024,3,Buenos Aires,2410443,244878,11430,33791,2700542
2024,3,Capital Federal,1167744,118632,5537,16370,1308283
2024,3,Catamarca,22990,2335,109,322,25756
2024,3,Chaco,65769,6682,312,922,73685
2024,3,Chubut,47879,4864,227,671,53641
2024,3,Córdoba,474610,48216,2251,6653,531730
2024,3,Corrientes,68313,6940,324,958,76535
2024,3,Entre Ríos,146061,14839,693,2048,163641
2024,3,Formosa,26287,2671,125,369,29452
2024,3,Jujuy,37140,3773,176,521,41610
2024,3,La Pampa,55708,5659,264,781,62412
2024,3,La Rioja,20956,2129,99,294,23478
2024,3,Mendoza,144254,14655,684,2022,161615
2024,3,Misiones,72052,7320,342,1010,80724
2024,3,Neuquén,51823,5265,246,726,58060
2024,3,Río Negro,58425,5935,277,819,65456
2024,3,Salta,83147,8447,394,1166,93154
2024,3,San Juan,49944,5074,237,700,55955
2024,3,San Luis,24632,2502,117,345,27596
2024,3,Santa Cruz,18441,1873,87,259,20660
2024,3,Santa Fe,515454,52365,2444,7226,577489
2024,3,Santiago del Estero,54340,5521,258,762,60881
2024,3,Tierra del Fuego,13959,1418,66,196,15639
2024,3,Tucumán,141121,14336,669,1978,158104
2024,4,Buenos Aires,2569839,256962,12550,34793,2874144
2024,4,Capital Federal,1372151,137203,6701,18578,1534633
2024,4,Catamarca,14925,1492,73,202,16692
2024,4,Chaco,38900,3890,190,527,43507
2024,4,Chubut,44993,4499,220,609,50321
2024,4,Córdoba,396682,39665,1937,5371,443655
2024,4,Corrientes,61323,6132,299,830,68584
2024,4,Entre Ríos,115657,11565,565,1566,129353
2024,4,Formosa,30745,3074,150,416,34385
2024,4,Jujuy,18887,1889,92,256,21124
2024,4,La Pampa,54881,5488,268,743,61380
2024,4,La Rioja,18325,1832,89,248,20494
2024,4,Mendoza,163613,16360,799,2215,182987
2024,4,Misiones,49866,4986,244,675,55771
2024,4,Neuquén,55787,5578,272,755,62392
2024,4,Río Negro,60960,6095,298,825,68178
2024,4,Salta,58026,5802,283,786,64897
2024,4,San Juan,44623,4462,218,604,49907
2024,4,San Luis,23731,2373,116,321,26541
2024,4,Santa Cruz,18442,1844,90,250,20626
2024,4,Santa Fe,355300,35527,1735,4810,397372
2024,4,Santiago del Estero,46391,4639,227,628,51885
2024,4,Tierra del Fuego,12235,1224,60,166,13685
2024,4,Tucumán,115452,11544,564,1563,129123
2025,1,Buenos Aires,2545740,249451,12463,32838,2840492
2025,1,Capital Federal,1401159,137297,6860,18074,1563390
2025,1,Catamarca,14874,1458,73,192,16597
2025,1,Chaco,39162,3837,192,505,43696
2025,1,Chubut,47944,4698,235,618,53495
2025,1,Córdoba,400643,39258,1961,5168,447030
2025,1,Corrientes,61080,5985,299,788,68152
2025,1,Entre Ríos,112999,11073,553,1458,126083
2025,1,Formosa,31101,3047,152,401,34701
2025,1,Jujuy,18279,1791,89,236,20395
2025,1,La Pampa,54094,5301,265,698,60358
2025,1,La Rioja,18867,1849,92,243,21051
2025,1,Mendoza,159399,15619,780,2056,177854
2025,1,Misiones,48592,4761,238,627,54218
2025,1,Neuquén,55958,5483,274,722,62437
2025,1,Río Negro,61007,5978,299,787,68071
2025,1,Salta,56298,5517,276,726,62817
2025,1,San Juan,50002,4900,245,645,55792
2025,1,San Luis,24680,2418,121,318,27537
2025,1,Santa Cruz,17977,1762,88,232,20059
2025,1,Santa Fe,355779,34862,1742,4589,396972
2025,1,Santiago del Estero,46400,4547,227,599,51773
2025,1,Tierra del Fuego,13973,1369,68,180,15590
2025,1,Tucumán,114056,11176,558,1471,127261
2025,2,Buenos Aires,1918203,182751,9271,23333,2133558
2025,2,Capital Federal,981056,93467,4742,11934,1091199
2025,2,Catamarca,15342,1462,74,187,17065
2025,2,Chaco,39149,3730,189,476,43544
2025,2,Chubut,47886,4562,231,582,53261
2025,2,Córdoba,403265,38420,1949,4905,448539
2025,2,Corrientes,60756,5788,294,739,67577
2025,2,Entre Ríos,111774,10649,540,1360,124323
2025,2,Formosa,31566,3007,153,384,35110
2025,2,Jujuy,17560,1673,85,214,19532
2025,2,La Pampa,52977,5047,256,644,58924
2025,2,La Rioja,19269,1836,93,234,21432
2025,2,Mendoza,160289,15271,775,1950,178285
2025,2,Misiones,47315,4508,229,576,52628
2025,2,Neuquén,57011,5432,276,694,63413
2025,2,Río Negro,61863,5894,299,753,68809
2025,2,Salta,54994,5239,266,669,61168
2025,2,San Juan,49941,4758,241,607,55547
2025,2,San Luis,24679,2351,119,300,27449
2025,2,Santa Cruz,17975,1713,87,219,19994
2025,2,Santa Fe,355179,33839,1717,4320,395055
2025,2,Santiago del Estero,46421,4423,224,565,51633
2025,2,Tierra del Fuego,13950,1329,67,170,15516
2025,2,Tucumán,114961,10952,556,1398,127867
2025,3,Buenos Aires,2604666,238589,12851,29069,2885175
2025,3,Capital Federal,1436631,131596,7088,16033,1591348
2025,3,Catamarca,15432,1413,76,172,17093
2025,3,Chaco,38775,3552,191,433,42951
2025,3,Chubut,47156,4319,233,526,52234
2025,3,Córdoba,404602,37062,1996,4515,448175
2025,3,Corrientes,59830,5480,295,668,66273
2025,3,Entre Ríos,110988,10167,548,1239,122942
2025,3,Formosa,32351,2963,160,361,35835
2025,3,Jujuy,16862,1545,83,188,18678
2025,3,La Pampa,52171,4779,257,582,57789
2025,3,La Rioja,19748,1809,97,220,21874
2025,3,Mendoza,160237,14678,791,1788,177494
2025,3,Misiones,45233,4143,223,505,50104
2025,3,Neuquén,58700,5377,290,655,65022
2025,3,Río Negro,63160,5785,312,705,69962
2025,3,Salta,53749,4923,265,600,59537
2025,3,San Juan,49598,4543,245,554,54940
2025,3,San Luis,24583,2252,121,274,27230
2025,3,Santa Cruz,17905,1640,88,200,19833
2025,3,Santa Fe,346082,31701,1707,3862,383352
2025,3,Santiago del Estero,46802,4287,231,522,51842
2025,3,Tierra del Fuego,13844,1268,68,154,15334
2025,3,Tucumán,116217,10645,573,1297,128732
2025,4,Buenos Aires,2740330,245587,14735,25341,3025993
2025,4,Capital Federal,1364276,122265,7336,12616,1506493
2025,4,Catamarca,15126,1356,81,140,16703
2025,4,Chaco,38315,3434,206,354,42309
2025,4,Chubut,50243,4503,270,465,55481
2025,4,Córdoba,404687,36268,2176,3742,446873
2025,4,Corrientes,57913,5190,311,536,63950
2025,4,Entre Ríos,110135,9870,592,1018,121615
2025,4,Formosa,32474,2910,175,300,35859
2025,4,Jujuy,15863,1422,85,147,17517
2025,4,La Pampa,44203,3961,238,409,48811
2025,4,La Rioja,19441,1742,105,180,21468
2025,4,Mendoza,150035,13446,807,1387,165675
2025,4,Misiones,43662,3913,235,404,48214
2025,4,Neuquén,69111,6194,372,639,76316
2025,4,Río Negro,55131,4941,296,510,60878
2025,4,Salta,53154,4764,286,492,58696
2025,4,San Juan,63353,5678,341,586,69958
2025,4,San Luis,26007,2331,140,241,28719
2025,4,Santa Cruz,11076,993,60,102,12231
2025,4,Santa Fe,337545,30250,1815,3121,372731
2025,4,Santiago del Estero,46826,4197,252,433,51708
2025,4,Tierra del Fuego,11073,992,60,102,12227
2025,4,Tucumán,114131,10228,614,1055,126028
