anio,trimestre,provincia,accesos_100_hab,accesos_100_hog
2019,4,Santiago del Estero,7.03,28.34
2019,4,Tierra del Fuego,14.2,47.91
2019,4,Tucumán,11.13,44.95
2020,1,Buenos Aires,18.65,56.57
2020,1,CABA,47.36,114.02
2020,1,Catamarca,7.18,28.23
2020,1,Chaco,7,26.19
2020,1,Chubut,12.78,41.7
2020,1,Córdoba,15.32,50.03
2020,1,Corrientes,7.84,29.78
2020,1,Entre Ríos,13.52,45.22
2020,1,Formosa,5.73,22.5
2020,1,Jujuy,6.25,24.43
2020,1,La Pampa,19.79,60.06
2020,1,La Rioja,6.91,25.96
2020,1,Mendoza,10.62,38.07
2020,1,Misiones,7.23,26.54
2020,1,Neuquén,11.72,39.37
2020,1,Río Negro,11.86,38.55
2020,1,Salta,7.58,31.29
2020,1,San Juan,10.08,39.59
2020,1,San Luis,7.18,25.08
2020,1,Santa Cruz,8.1,27.21
2020,1,Santa Fe,17.71,56.31
2020,1,Santiago del Estero,6.9,27.79
2020,1,Tierra del Fuego,13.69,46.18
2020,1,Tucumán,10.81,43.63
2020,2,Buenos Aires,14.19,42.94
2020,2,CABA,30.89,74.44
2020,2,Catamarca,8.2,32.25
2020,2,Chaco,6.96,26.03
2020,2,Chubut,12.41,40.5
2020,2,Córdoba,14.83,48.44
2020,2,Corrientes,7.79,29.57
2020,2,Entre Ríos,13.24,44.28
2020,2,Formosa,5.81,22.84
2020,2,Jujuy,7.22,28.24
2020,2,La Pampa,19.71,59.83
2020,2,La Rioja,7.51,28.2
2020,2,Mendoza,10.25,36.73
2020,2,Misiones,7.01,25.73
2020,2,Neuquén,11.47,38.52
2020,2,Río Negro,11.8,38.37
2020,2,Salta,7.38,30.49
2020,2,San Juan,9.89,38.82
2020,2,San Luis,6.96,24.34
2020,2,Santa Cruz,7.72,25.93
2020,2,Santa Fe,17.33,55.1
2020,2,Santiago del Estero,6.84,27.57
2020,2,Tierra del Fuego,13.19,44.5
2020,2,Tucumán,10.8,43.6
2020,3,Buenos Aires,18.4,55.56
2020,3,CABA,46.58,112.41
2020,3,Catamarca,8.08,31.75
2020,3,Chaco,6.84,25.6
2020,3,Chubut,11.75,38.34
2020,3,Córdoba,14.59,47.64
2020,3,Corrientes,7.69,29.22
2020,3,Entre Ríos,13.06,43.69
2020,3,Formosa,5.75,22.6
2020,3,Jujuy,6,23.46
2020,3,La Pampa,19.65,59.65
2020,3,La Rioja,7.46,28.01
2020,3,Mendoza,9.85,35.3
2020,3,Misiones,7.03,25.83
2020,3,Neuquén,11.19,37.6
2020,3,Río Negro,11.38,36.99
2020,3,Salta,7.23,29.84
2020,3,San Juan,9.56,37.54
2020,3,San Luis,6.76,23.62
2020,3,Santa Cruz,7.43,24.97
2020,3,Santa Fe,17.63,56.08
2020,3,Santiago del Estero,6.77,27.28
2020,3,Tierra del Fuego,12.39,41.79
2020,3,Tucumán,10.72,43.26
2020,4,Buenos Aires,18.35,55.28
2020,4,CABA,46.28,111.79
2020,4,Catamarca,8.04,31.61
2020,4,Chaco,6.71,25.09
2020,4,Chubut,11.72,38.22
2020,4,Córdoba,14.17,46.28
2020,4,Corrientes,7.59,28.81
2020,4,Entre Ríos,12.87,43.03
2020,4,Formosa,5.61,22.04
2020,4,Jujuy,5.9,23.07
2020,4,La Pampa,19.64,59.6
2020,4,La Rioja,7.41,27.82
2020,4,Mendoza,9.83,35.21
2020,4,Misiones,6.77,24.85
2020,4,Neuquén,11.17,37.52
2020,4,Río Negro,11.25,36.56
2020,4,Salta,7.1,29.3
2020,4,San Juan,9.54,37.44
2020,4,San Luis,6.74,23.55
2020,4,Santa Cruz,7.37,24.78
2020,4,Santa Fe,16.7,53.1
2020,4,Santiago del Estero,6.75,27.21
2020,4,Tierra del Fuego,12.31,41.53
2020,4,Tucumán,10.65,42.99
2021,1,Buenos Aires,18.32,55.58
2021,1,CABA,45.39,109.28
2021,1,Catamarca,6.42,25.24
2021,1,Chaco,6.32,23.63
2021,1,Chubut,11.87,38.72
2021,1,Córdoba,13.98,45.65
2021,1,Corrientes,7.06,26.79
2021,1,Entre Ríos,12.19,40.77
2021,1,Formosa,5.18,20.35
2021,1,Jujuy,5.59,21.87
2021,1,La Pampa,19.91,60.42
2021,1,La Rioja,6.19,23.25
2021,1,Mendoza,9.9,35.47
2021,1,Misiones,6.53,23.98
2021,1,Neuquén,11.25,37.8
2021,1,Río Negro,11.1,36.1
2021,1,Salta,6.78,28.01
2021,1,San Juan,9.61,37.74
2021,1,San Luis,6.8,23.77
2021,1,Santa Cruz,7.43,24.95
2021,1,Santa Fe,16.16,51.4
2021,1,Santiago del Estero,6.38,25.69
2021,1,Tierra del Fuego,12.54,42.3
2021,1,Tucumán,9.67,39.03
2021,2,Buenos Aires,13.65,41.31
2021,2,CABA,27.67,66.68
2021,2,Catamarca,6.44,25.34
2021,2,Chaco,6.3,23.56
2021,2,Chubut,11.82,38.57
2021,2,Córdoba,13.31,43.49
2021,2,Corrientes,7.19,27.3
2021,2,Entre Ríos,12.17,40.7
2021,2,Formosa,5.31,20.86
2021,2,Jujuy,4.77,18.67
2021,2,La Pampa,19.91,60.42
2021,2,La Rioja,5.69,21.37
2021,2,Mendoza,9.86,35.33
2021,2,Misiones,6.45,23.67
2021,2,Neuquén,11.2,37.63
2021,2,Río Negro,11.26,36.6
2021,2,Salta,6.76,27.92
2021,2,San Juan,9.59,37.64
2021,2,San Luis,6.78,23.69
2021,2,Santa Cruz,7.39,24.84
2021,2,Santa Fe,15.71,49.96
2021,2,Santiago del Estero,6.02,24.26
2021,2,Tierra del Fuego,12.46,42.04
2021,2,Tucumán,8.27,33.37
2021,3,Buenos Aires,18.01,54.38
2021,3,CABA,44.45,107.27
2021,3,Catamarca,5.93,23.32
2021,3,Chaco,6.11,22.88
2021,3,Chubut,11.77,38.41
2021,3,Córdoba,12.85,41.97
2021,3,Corrientes,6.95,26.41
2021,3,Entre Ríos,11.82,39.52
2021,3,Formosa,5.03,19.76
2021,3,Jujuy,4.55,17.8
2021,3,La Pampa,19.98,60.65
2021,3,La Rioja,5.48,20.59
2021,3,Mendoza,9.83,35.23
2021,3,Misiones,6.24,22.92
2021,3,Neuquén,11.15,37.46
2021,3,Río Negro,11.18,36.33
2021,3,Salta,6.57,27.14
2021,3,San Juan,9.56,37.54
2021,3,San Luis,6.76,23.62
2021,3,Santa Cruz,7.34,24.68
2021,3,Santa Fe,15.25,48.48
2021,3,Santiago del Estero,5.85,23.59
2021,3,Tierra del Fuego,12.39,41.79
2021,3,Tucumán,7.84,31.64
2021,4,Buenos Aires,18.81,56.67
2021,4,CABA,46.77,112.99
2021,4,Catamarca,7.11,27.94
2021,4,Chaco,7.51,28.1
2021,4,Chubut,10.94,35.71
2021,4,Córdoba,15.46,50.49
2021,4,Corrientes,8.71,33.08
2021,4,Entre Ríos,14.92,49.89
2021,4,Formosa,6,23.56
2021,4,Jujuy,5.72,22.35
2021,4,La Pampa,19.95,60.55
2021,4,La Rioja,6.76,25.41
2021,4,Mendoza,10.23,36.67
2021,4,Misiones,7.78,28.58
2021,4,Neuquén,10.88,36.55
2021,4,Río Negro,11.48,37.33
2021,4,Salta,8.4,34.69
2021,4,San Juan,8.49,33.34
2021,4,San Luis,6.46,22.58
2021,4,Santa Cruz,7.51,25.23
2021,4,Santa Fe,18.49,58.79
2021,4,Santiago del Estero,6.78,27.34
2021,4,Tierra del Fuego,10.81,36.46
2021,4,Tucumán,9.73,39.28
2022,1,Buenos Aires,17.51,53.12
2022,1,CABA,46.59,112.15
2022,1,Catamarca,7.28,28.62
2022,1,Chaco,7.07,26.43
2022,1,Chubut,9.93,32.39
2022,1,Córdoba,15.44,50.43
2022,1,Corrientes,7.96,30.22
2022,1,Entre Ríos,13.72,45.9
2022,1,Formosa,5.6,22.02
2022,1,Jujuy,6.34,24.79
2022,1,La Pampa,19.2,58.27
2022,1,La Rioja,7.02,26.35
2022,1,Mendoza,8.25,29.56
2022,1,Misiones,7.27,26.68
2022,1,Neuquén,9.96,33.45
2022,1,Río Negro,9.59,31.17
2022,1,Salta,7.69,31.74
2022,1,San Juan,8.06,31.65
2022,1,San Luis,5.94,20.76
2022,1,Santa Cruz,6.55,22.02
2022,1,Santa Fe,17.82,56.67
2022,1,Santiago del Estero,6.92,27.9
2022,1,Tierra del Fuego,10.44,35.23
2022,1,Tucumán,10.96,44.23
2022,2,Buenos Aires,12.98,39.29
2022,2,CABA,32.84,79.15
2022,2,Catamarca,6.53,25.69
2022,2,Chaco,5.66,21.17
2022,2,Chubut,9.5,30.99
2022,2,Córdoba,12.93,42.23
2022,2,Corrientes,8.11,30.78
2022,2,Entre Ríos,11.68,39.05
2022,2,Formosa,5.8,22.8
2022,2,Jujuy,4.87,19.03
2022,2,La Pampa,19.02,57.74
2022,2,La Rioja,6.69,25.15
2022,2,Mendoza,6.93,24.83
2022,2,Misiones,6.08,22.31
2022,2,Neuquén,10.68,35.88
2022,2,Río Negro,8.78,28.55
2022,2,Salta,6.32,26.08
2022,2,San Juan,7.76,30.47
2022,2,San Luis,5,17.46
2022,2,Santa Cruz,6.34,21.31
2022,2,Santa Fe,14.45,45.96
2022,2,Santiago del Estero,6.43,25.9
2022,2,Tierra del Fuego,11.05,37.26
2022,2,Tucumán,9.97,40.25
2022,3,Buenos Aires,17.8,51.58
2022,3,Capital Federal,50.27,111.59
2022,3,Catamarca,5.96,18.9
2022,3,Chaco,5.75,17.26
2022,3,Chubut,9.89,27.2
2022,3,Córdoba,12.63,34.71
2022,3,Corrientes,7.44,23.82
2022,3,Entre Ríos,10.99,31.25
2022,3,Formosa,5.78,17.68
2022,3,Jujuy,4.45,14.72
2022,3,La Pampa,18.19,46.36
2022,3,La Rioja,6.58,19.95
2022,3,Mendoza,6.78,21.25
2022,3,Misiones,5.96,17.84
2022,3,Neuquén,10.32,28.56
2022,3,Río Negro,8.62,23.12
2022,3,Salta,6.07,20.86
2022,3,San Juan,7.34,24.39
2022,3,San Luis,4.7,13.75
2022,3,Santa Cruz,6.77,19.15
2022,3,Santa Fe,13.95,38.24
2022,3,Santiago del Estero,5.91,19.81
2022,3,Tierra del Fuego,10.34,29.1
2022,3,Tucumán,9.43,32.25
2022,4,Buenos Aires,17.9,51.85
2022,4,Capital Federal,50.17,111.37
2022,4,Catamarca,5.8,18.42
2022,4,Chaco,5.59,16.8
2022,4,Chubut,9.11,25.07
2022,4,Córdoba,12.76,35.08
2022,4,Corrientes,7.39,23.66
2022,4,Entre Ríos,11.15,31.69
2022,4,Formosa,5.73,17.54
2022,4,Jujuy,4.43,14.64
2022,4,La Pampa,18.06,46.04
2022,4,La Rioja,6.55,19.85
2022,4,Mendoza,7.98,25.02
2022,4,Misiones,5.89,17.63
2022,4,Neuquén,9.76,27.01
2022,4,Río Negro,8.83,23.68
2022,4,Salta,5.94,20.41
2022,4,San Juan,6.36,21.14
2022,4,San Luis,5.16,15.09
2022,4,Santa Cruz,6.84,19.35
2022,4,Santa Fe,13.63,37.35
2022,4,Santiago del Estero,6.15,20.59
2022,4,Tierra del Fuego,8.08,22.73
2022,4,Tucumán,9.33,31.92
2023,1,Buenos Aires,16.86,48.77
2023,1,Capital Federal,46.83,103.5
2023,1,Catamarca,6.44,20.58
2023,1,Chaco,6.67,20.46
2023,1,Chubut,9.57,26.46
2023,1,Córdoba,14.52,40.3
2023,1,Corrientes,6.95,22.21
2023,1,Entre Ríos,12.21,34.99
2023,1,Formosa,5.27,16.29
2023,1,Jujuy,5.69,18.75
2023,1,La Pampa,18.08,46.7
2023,1,La Rioja,6.39,19.69
2023,1,Mendoza,8.44,26.46
2023,1,Misiones,6.42,19.56
2023,1,Neuquén,8.97,24.73
2023,1,Río Negro,8.62,23.5
2023,1,Salta,6.88,23.91
2023,1,San Juan,7.09,23.82
2023,1,San Luis,5.44,15.87
2023,1,Santa Cruz,6.66,18.81
2023,1,Santa Fe,16.29,45.2
2023,1,Santiago del Estero,6.13,20.5
2023,1,Tierra del Fuego,9.28,25.93
2023,1,Tucumán,9.77,33.69
2023,2,Buenos Aires,13.43,38.9
2023,2,Capital Federal,35.83,79.18
2023,2,Catamarca,4.82,15.38
2023,2,Chaco,4.84,14.67
2023,2,Chubut,10.05,27.73
2023,2,Córdoba,11.93,32.96
2023,2,Corrientes,6.98,22.42
2023,2,Entre Ríos,10.29,29.36
2023,2,Formosa,5.37,16.5
2023,2,Jujuy,3.8,12.58
2023,2,La Pampa,17.94,45.95
2023,2,La Rioja,5.83,17.8
2023,2,Mendoza,8.25,25.91
2023,2,Misiones,5.46,16.51
2023,2,Neuquén,10.66,29.6
2023,2,Río Negro,8.3,22.46
2023,2,Salta,5.23,18.1
2023,2,San Juan,7.53,25.2
2023,2,San Luis,4.93,14.47
2023,2,Santa Cruz,6.96,19.68
2023,2,Santa Fe,13.04,35.89
2023,2,Santiago del Estero,5.83,19.57
2023,2,Tierra del Fuego,10.95,30.85
2023,2,Tucumán,8.58,29.48
2023,3,Buenos Aires,18.32,53.06
2023,3,Capital Federal,54.1,120.11
2023,3,Catamarca,4.83,15.35
2023,3,Chaco,4.74,14.28
2023,3,Chubut,10.07,27.71
2023,3,Córdoba,11.9,32.78
2023,3,Corrientes,6.87,21.98
2023,3,Entre Ríos,10.24,29.16
2023,3,Formosa,5.5,16.85
2023,3,Jujuy,3.62,11.96
2023,3,La Pampa,17.97,45.91
2023,3,La Rioja,5.84,17.74
2023,3,Mendoza,8.35,26.15
2023,3,Misiones,5.32,15.97
2023,3,Neuquén,10.75,29.68
2023,3,Río Negro,8.52,22.91
2023,3,Salta,5.26,18.12
2023,3,San Juan,7.56,25.17
2023,3,San Luis,4.95,14.45
2023,3,Santa Cruz,6.96,19.68
2023,3,Santa Fe,12.66,34.78
2023,3,Santiago del Estero,5.75,19.24
2023,3,Tierra del Fuego,10.99,30.82
2023,3,Tucumán,8.54,29.26
2023,4,Buenos Aires,18.07,52.31
2023,4,Capital Federal,53.25,118.22
2023,4,Catamarca,4.66,14.82
2023,4,Chaco,4.51,13.59
2023,4,Chubut,9.03,24.85
2023,4,Córdoba,12.22,33.65
2023,4,Corrientes,6.68,21.35
2023,4,Entre Ríos,10,28.47
2023,4,Formosa,5.74,17.59
2023,4,Jujuy,3.48,11.51
2023,4,La Pampa,18,45.99
2023,4,La Rioja,5.74,17.45
2023,4,Mendoza,9.25,28.99
2023,4,Misiones,5.13,15.41
2023,4,Neuquén,9.72,26.82
2023,4,Río Negro,8.89,23.91
2023,4,Salta,5.07,17.45
2023,4,San Juan,6.35,21.13
2023,4,San Luis,5.25,15.33
2023,4,Santa Cruz,6.66,18.84
2023,4,Santa Fe,12.29,33.77
2023,4,Santiago del Estero,5.62,18.82
2023,4,Tierra del Fuego,8.16,22.88
2023,4,Tucumán,8.32,28.49
2024,1,Buenos Aires,16.75,48.54
2024,1,Capital Federal,46.05,101.77
2024,1,Catamarca,6.14,19.58
2024,1,Chaco,6.37,19.31
2024,1,Chubut,9.56,26.4
2024,1,Córdoba,13.95,38.52
2024,1,Corrientes,6.64,21.33
2024,1,Entre Ríos,11.7,33.39
2024,1,Formosa,4.93,15.17
2024,1,Jujuy,5.44,18.01
2024,1,La Pampa,17.62,45.13
2024,1,La Rioja,6.09,18.6
2024,1,Mendoza,8.42,26.43
2024,1,Misiones,6.27,18.97
2024,1,Neuquén,8.75,24.31
2024,1,Río Negro,8.83,23.88
2024,1,Salta,6.56,22.7
2024,1,San Juan,7.06,23.6
2024,1,San Luis,5.42,15.9
2024,1,Santa Cruz,6.48,18.33
2024,1,Santa Fe,16.24,44.68
2024,1,Santiago del Estero,5.94,19.93
2024,1,Tierra del Fuego,9.25,26.04
2024,1,Tucumán,9.33,32.05
2024,2,Buenos Aires,11.87,34.4
2024,2,Capital Federal,27.63,61.05
2024,2,Catamarca,5.98,19.08
2024,2,Chaco,6.22,18.84
2024,2,Chubut,9.52,26.29
2024,2,Córdoba,13.65,37.69
2024,2,Corrientes,6.48,20.8
2024,2,Entre Ríos,11.42,32.59
2024,2,Formosa,4.8,14.75
2024,2,Jujuy,5.3,17.55
2024,2,La Pampa,17.2,44.06
2024,2,La Rioja,5.93,18.12
2024,2,Mendoza,8.41,26.41
2024,2,Misiones,6.11,18.51
2024,2,Neuquén,8.65,24.02
2024,2,Río Negro,8.8,23.8
2024,2,Salta,6.39,22.11
2024,2,San Juan,7.05,23.58
2024,2,San Luis,5.41,15.88
2024,2,Santa Cruz,6.48,18.32
2024,2,Santa Fe,15.91,43.79
2024,2,Santiago del Estero,5.84,19.59
2024,2,Tierra del Fuego,9.24,26.02
2024,2,Tucumán,9.09,31.23
2024,3,Buenos Aires,15.49,44.85
2024,3,Capital Federal,42.32,93.95
2024,3,Catamarca,5.88,18.69
2024,3,Chaco,6.13,18.48
2024,3,Chubut,8.93,24.57
2024,3,Córdoba,13.47,37.09
2024,3,Corrientes,6.38,20.4
2024,3,Entre Ríos,11.23,31.98
2024,3,Formosa,4.71,14.44
2024,3,Jujuy,5.21,17.2
2024,3,La Pampa,16.6,42.42
2024,3,La Rioja,5.84,17.74
2024,3,Mendoza,7.91,24.78
2024,3,Misiones,6.04,18.15
2024,3,Neuquén,8.3,22.92
2024,3,Río Negro,8.34,22.43
2024,3,Salta,6.29,21.65
2024,3,San Juan,6.62,22.02
2024,3,San Luis,5.17,15.09
2024,3,Santa Cruz,6.17,17.45
2024,3,Santa Fe,15.69,43.11
2024,3,Santiago del Estero,5.78,19.33
2024,3,Tierra del Fuego,8.62,24.19
2024,3,Tucumán,8.94,30.61
2024,4,Buenos Aires,16.48,47.73
2024,4,Capital Federal,49.7,110.33
2024,4,Catamarca,3.81,12.1
2024,4,Chaco,3.61,10.9
2024,4,Chubut,8.37,23.03
2024,4,Córdoba,11.23,30.92
2024,4,Corrientes,5.71,18.26
2024,4,Entre Ríos,8.88,25.27
2024,4,Formosa,5.5,16.85
2024,4,Jujuy,2.64,8.73
2024,4,La Pampa,16.31,41.69
2024,4,La Rioja,5.09,15.47
2024,4,Mendoza,8.95,28.04
2024,4,Misiones,4.17,12.51
2024,4,Neuquén,8.91,24.59
2024,4,Río Negro,8.67,23.33
2024,4,Salta,4.38,15.07
2024,4,San Juan,5.89,19.62
2024,4,San Luis,4.96,14.5
2024,4,Santa Cruz,6.16,17.42
2024,4,Santa Fe,10.79,29.66
2024,4,Santiago del Estero,4.92,16.46
2024,4,Tierra del Fuego,7.54,21.14
2024,4,Tucumán,7.29,24.98
2025,1,Buenos Aires,16.29,47.16
2025,1,Capital Federal,50.69,112.52
2025,1,Catamarca,3.78,12.03
2025,1,Chaco,3.63,10.93
2025,1,Chubut,8.89,24.47
2025,1,Córdoba,11.31,31.14
2025,1,Corrientes,5.67,18.13
2025,1,Entre Ríos,8.65,24.62
2025,1,Formosa,5.54,16.99
2025,1,Jujuy,2.55,8.42
2025,1,La Pampa,16.03,40.97
2025,1,La Rioja,5.22,15.88
2025,1,Mendoza,8.69,27.24
2025,1,Misiones,4.04,12.14
2025,1,Neuquén,8.9,24.57
2025,1,Río Negro,8.65,23.26
2025,1,Salta,4.23,14.57
2025,1,San Juan,6.58,21.91
2025,1,San Luis,5.14,15.02
2025,1,Santa Cruz,5.99,16.94
2025,1,Santa Fe,10.78,29.62
2025,1,Santiago del Estero,4.9,16.41
2025,1,Tierra del Fuego,8.58,24.06
2025,1,Tucumán,7.18,24.6
2025,2,Buenos Aires,12.23,35.42
2025,2,Capital Federal,35.42,78.63
2025,2,Catamarca,3.89,12.35
2025,2,Chaco,3.61,10.88
2025,2,Chubut,8.84,24.34
2025,2,Córdoba,11.34,31.22
2025,2,Corrientes,5.62,17.95
2025,2,Entre Ríos,8.52,24.26
2025,2,Formosa,5.6,17.17
2025,2,Jujuy,2.44,8.06
2025,2,La Pampa,15.64,39.97
2025,2,La Rioja,5.31,16.15
2025,2,Mendoza,8.71,27.29
2025,2,Misiones,3.92,11.76
2025,2,Neuquén,9.03,24.92
2025,2,Río Negro,8.73,23.48
2025,2,Salta,4.12,14.17
2025,2,San Juan,6.54,21.78
2025,2,San Luis,5.12,14.96
2025,2,Santa Cruz,5.97,16.88
2025,2,Santa Fe,10.72,29.46
2025,2,Santiago del Estero,4.89,16.35
2025,2,Tierra del Fuego,8.53,23.92
2025,2,Tucumán,7.21,24.7
2025,3,Buenos Aires,16.54,47.89
2025,3,Capital Federal,51.71,114.8
2025,3,Catamarca,3.89,12.36
2025,3,Chaco,3.55,10.71
2025,3,Chubut,8.67,23.86
2025,3,Córdoba,11.32,31.17
2025,3,Corrientes,5.5,17.59
2025,3,Entre Ríos,8.42,23.98
2025,3,Formosa,5.72,17.51
2025,3,Jujuy,2.33,7.7
2025,3,La Pampa,15.33,39.18
2025,3,La Rioja,5.42,16.46
2025,3,Mendoza,8.67,27.15
2025,3,Misiones,3.72,11.18
2025,3,Neuquén,9.24,25.51
2025,3,Río Negro,8.86,23.85
2025,3,Salta,4,13.78
2025,3,San Juan,6.47,21.52
2025,3,San Luis,5.07,14.82
2025,3,Santa Cruz,5.92,16.74
2025,3,Santa Fe,10.4,28.58
2025,3,Santiago del Estero,4.9,16.41
2025,3,Tierra del Fuego,8.42,23.62
2025,3,Tucumán,7.26,24.85
2025,4,Buenos Aires,17.34,50.22
2025,4,Capital Federal,49.01,108.8
2025,4,Catamarca,3.8,12.07
2025,4,Chaco,3.5,10.54
2025,4,Chubut,9.2,25.32
2025,4,Córdoba,11.28,31.06
2025,4,Corrientes,5.3,16.96
2025,4,Entre Ríos,8.33,23.71
2025,4,Formosa,5.71,17.51
2025,4,Jujuy,2.19,7.22
2025,4,La Pampa,12.94,33.07
2025,4,La Rioja,5.31,16.14
2025,4,Mendoza,8.09,25.33
2025,4,Misiones,3.57,10.73
2025,4,Neuquén,10.83,29.9
2025,4,Río Negro,7.7,20.73
2025,4,Salta,3.94,13.58
2025,4,San Juan,8.22,27.38
2025,4,San Luis,5.35,15.61
2025,4,Santa Cruz,3.65,10.32
2025,4,Santa Fe,10.11,27.78
2025,4,Santiago del Estero,4.89,16.35
2025,4,Tierra del Fuego,6.71,18.81
2025,4,Tucumán,7.1,24.31
